lon,lat,codigo,federacion,zona,tipo_impacto,fuente_impacto,antiguedad,lote,empresa,anio,detecto,descripcion,ubicacion,remediacion,responsable,estado_validacion
-76.46131737,-2.8023777,PJP201602,FEDIQUEP,,Derrame nuevo de petróleo,,,Lote 1AB/192,"Pacific Stratus Energy del Perú, S.A.",2016,13/03/2016,"Se dio por un oleoducto roto. Se ve un depósito, una cantera, tierras removidas y contaminación visible. Se encuentra en el territorio de caza de Cotoñabi y el territorio de pesca de Bujurqui Cocha. La cocha Atuntiyo, la quebrada Limón y una colpa son visiblemente afectadas.",Territorio de la comunidad Nuevo Andoas (Batería capahuari sur).,,Lady,1. Validado parcial
-76.46190153,-2.80277841,PRD201601,FEDIQUEP,,Derrame antiguo de petróleo,,,Lote 1AB/192,,2016,13/03/2016,Hay crudo saliendo dentro del poblado y también algunos residuos presentes.,Comunidad Titiyacu (Batería capahuari norte),,Lady,1. Validado parcial
-76.46171161,-2.80293362,PRD201602,FEDIQUEP,,Derrame antiguo de petróleo,,,Lote 1AB/192,,2016,13/03/2016,Derrame antiguo ocultado.,Comunidad Titiyacu (Batería capahuari norte),,Lady,1. Validado parcial
-76.45471817,-2.80240707,PDC201601,FEDIQUEP,,Derrame antiguo de petróleo,,,Lote 1AB/192,,2016,28/04/2016,Afecta a la quebrada Ismacaño y las zonas de caza y pesca ahí cerca. Es un sitio distinto a los de PAS201606 y PAS201607.,En el territorio de la comunidad Nuevo Andoas (Batería Capahuari Sur).,,Lady,1. Validado parcial
-76.43279787,-2.80229331,PJV201601,FEDIQUEP,,Derrame antiguo de petróleo,,,Lote 1AB/192,,2016,17/05/2016,Un derrame antiguo que fue quemado. Aún afecta a la quebrada Anapaza y su entorno.,En el territorio de Nuevo Andoas (Capahuari Sur).,,Lady,1. Validado parcial
-76.3496717,-2.89041684,PJV201609,FEDIQUEP,,Derrame antiguo de petróleo,,,Lote 1AB/192,,2016,20/05/2016,Dos colpas fueron afectadas por derrames antiguos de los tiempos de Oxy y Pluspetrol.,"En la quebrada choroyacu, territorio de la comunidad Titiyacu, Batería Capahuari Norte.",,Lady,1. Validado parcial
-76.24479465,-2.4722986,PNA201601,FEDIQUEP,,Derrame antiguo de petróleo,,,Lote 1AB/192,,2016,16/06/2016,Las fotos tomadas por drone muestran crudo en la colcha.,,,Lady,1. Validado parcial
-76.43410508,-2.78682334,PMD201602,FEDIQUEP,,Derrame antiguo de petróleo,,,Lote 1AB/192,,2016,20/06/2016,Aún hay contaminación y no hay evidencia de trabajos de remediación. El OEFA ha visitado pero no se ha dado ningún resultado. Cabe destacar que la cocha fluye hacia la quebrada Ushapayacu.,"Shirunchi cocha en el territorio de Comunidad Nuevo Andoas, en Batería Capahuari sur.",,Lady,1. Validado parcial
-76.43444134,-2.7874241299999998,PMD201603,FEDIQUEP,,Derrame antiguo de petróleo,,,Lote 1AB/192,,2016,22/06/2016,La cocha está contaminada con crudo lo cual afecta de manera directa a los medios de vida de la comunidad. Esta cocha fluye directamente a la quebrada Ushpayacu.,"Shirunchi cocha, en el territorio de Nuevo Andoas, Batería Capahuari Sur.",,Lady,1. Validado parcial
-75.79342459,-3.01058108,CSS201601,FECONACO,,Botadero,,,Lote 1AB/192,,2016,05/11/2016,La cocha Esteban está contaminada el el territorio de la comunidad Jerusalén.,Dorisa km 16.,,Lady,1. Validado parcial
-75.79347411,-3.01229032,CRS201603,FECONACO,,otro,,,Lote 1AB/192,,2016,06/11/2016,El derrame impactó a la quebrada Marun entsa en la zona de la comunidad Pampa Hermosa.,Comunidad Pampa Hermosa,,Lady,1. Validado parcial
-76.19257027,-2.56188563,CES201705,FECONACO,,Derrame antiguo de petróleo,,,Lote 1AB/192,"Pacific Stratus Energy del Perú, S.A.",2017,2017-05-18,Afectó a la quebrada Huayurí Norte en el área Machu Picchu.,Pozo 8 y 11 en la comunidad José Olaya,,Ana Paula,2. Validado final
-75.86624036,-2.31376329,TAS201711,OPIKAFPE,,Derrame nuevo de petróleo,,,Lote 1AB/192,"Pacific Stratus Energy del Perú, S.A.",2017,2017-11-20,Gran derrame de petróleo de las instalaciones de la compañía Pacific.,Dentro del territorio de la comunidad Marsella.,,Ana Paula,2. Validado final
-75.85124676,-2.36196709,TAS201707,OPIKAFPE,,Derrame nuevo de petróleo,,,Lote 1AB/192,"Pacific Stratus Energy del Perú, S.A.",2017,2017-05-14,"Afectó a un aguajal y una cocha. El evento hizo daño a árboles, matando peces y lagartos. Aún afecta a la flora y fauna aledaña. En los registros se muestra dos ODK describiendo el mismo evento que ha sido dividido en TAS200707.1 y TAS200707.2. La información recolectada en TAS200707.2 contiene los ","Pozo 11, km 7 tubería 1A.",,Ana Paula,2. Validado final
-75.80275417,-2.38617791,TEP201702,OPIKAFPE,,Derrame nuevo de petróleo,,,Lote 1AB/192,Occidental Petroleum,2017,2017-03-03,"El evento se originó por el desmantelamiento de un oleoducto antiguo enterrado. Durante la visita, los monitores observaron peces muertos y árboles manchados por crudo. Afectó a la quebrada Bancal y los territorios de caza y pesca de Mariscal Caceres.","Km 12 desde base Marsella hasta oleoducto Shiviyacu, en territorio de la comunidad Mariscal Cáceres.",,Ana Paula,2. Validado final
-75.80278567,-2.38618885,TJG201701,OPIKAFPE,,Derrame nuevo de petróleo,,,Lote 1AB/192,"Pacific Stratus Energy del Perú, S.A.",2017,2017-03-03,La empresa responsable es Pacific. El derrame se dio por la oxidación de la tubería. Afectó a la quebrada Chanchama. Los trabajadores utilizaron un producto absorbente y una barrera para controlar la expansión del derrame. The Apu que estuvo presente fue Teddy Tello. Las fotos asociadas con el ODK n,"Desde la bomba de agua ubicada en la vía Shiviyacu-San Jacinto, Km 6, lado izquierdo, 200 metros caminando hacia el bosque.",,Ana Paula,2. Validado final
-76.1926808,-2.56167928,CES201701,FECONACO,,Derrame antiguo de petróleo,,,Lote 1AB/192,"Pacific Stratus Energy del Perú, S.A.",2017,2017-05-18,Es antiguo. Afectó a la Batería Huayari y los suelos y la flora aledaña. Se dio en el territorio de la comunidad José Olaya.,De la playa a Huayuri - Batería Huayuri. En el territorio de la comunidad José Olaya,,Ana Paula,2. Validado final
-76.19246198,-2.56184906,CES201703,FECONACO,,otro,,,Lote 1AB/192,"Pacific Stratus Energy del Perú, S.A.",2017,2017-05-18,Afecta a la comunidad José Olaya.,Quebrada Huayuri. Km.10.huyuri-voa.  En la comunidad José Olaya,,Ana Paula,2. Validado final
-76.13243872,-2.45534805,CES201704,FECONACO,,Derrame nuevo de petróleo,,,Lote 1AB/192,"Pacific Stratus Energy del Perú, S.A.",2017,2017-05-21,El evento afectó a la quebrada Huasahi en la comunidad José Olaya.,"Shiviyacu, pozo 6. Carretera de Shiviyacu a Forestal, Km 5. En la comunidad José Olaya",,Ana Paula,2. Validado final
-76.19258939,-2.56185839,CAS200901,FECONACO,,Derrame antiguo de petróleo,,Antiguo,Lote 1AB/192,Occidental Petroleum,2009,"5/12/2009, 21/06/2017","Se dio en la comunidad José Olaya, afectando a la quebrada Machu Pichu.","Batería Huayurí, km 3, pozo Machu Pichu.",,Ale,1. Validado parcial
-76.19303108,-2.5616968,CAS201702,FECONACO,,Derrame antiguo de petróleo,,,Lote 1AB/192,"Pacific Stratus Energy del Perú, S.A.",2017,2017-05-19,El mismo evento se dio en 19/02/1999 y afectó a la comunidad José Olaya.,"Batería Forestal, km 21 pozo 5-6. En la comunidad José Olaya",,Ana Paula,1. Validado parcial
-76.1282261,-2.53163264,PJV201605,FEDIQUEP,,Botadero,,,Lote 1AB/192,,2016,28/03/2016,"Área deforestada con bastante residuos botados o enterrados. Este botadero afecta a la quebrada Cetico, en Batería Shiviyacu.","Quebrada Cetico, en Batería Shiviyacu.",,Lady,1. Validado parcial
-76.44846829,-2.77601632,PAS201620,FEDIQUEP,,Botadero,,,Lote 1AB/192,,2016,30/04/2016,"El monitor dijo que este lugar era un botadero donde la empresa enterraba materiales provenientes de sus actividades, enterrado 5 metros bajo la superficie del suelo. Se detecta presencia de algunas sustancias químicas peligrosas, siendo afectada la quebrada de Anapada. Esta información también se e","Carretera norte capahuari, km o. 02. En territorio de las comunidades Los Jardines y Porvenir, en Batería Capahuari Sur.",,Lady,1. Validado parcial
-76.19303108,-2.5616968,CAS199901,FECONACO,,aguas de producción,,Antiguo,Lote 1AB/192,Occidental Petroleum,1999,1999-02-19,Afectó a la quebrada Ogo.,"Km 21 de pozo 5 a 6 en el territorio de la comunidad José Olaya, Batería Forestal",,Laura,1. Validado parcial
-76.19256342,-2.56184033,CES201501,FECONACO,,Derrame nuevo de petróleo,,,Lote 1AB/192,"Pacific Stratus Energy del Perú, S.A.",2015,2015-05-11,Afectó a una cocha y las áreas de caza y pesca de la comunidad José Olaya.,"comunidad José Olaya, Km 5.",,Cielo,1. Validado parcial
-76.4073698,-2.78367822,PMD201601,FEDIQUEP,,Derrame antiguo de petróleo,,,Lote 1AB/192,,2016,16-19/06/2016,"Este sitio fue remediado por Pluspetrol, lo ocultaba con tierras traidas de otros sitios. La contaminación está afectando a una zona de caza y pesca importante para la comunidad. El monitor indica que cuando se agite en el fondo de la laguna, sale crudo. Esta cocha desemboca a la quebrada Capahuari.","quebrada Ushupayacu. Este lugar es un cruce de diferentes caños que provienen de Huayuri, Shiviyacu, Carmen, San Jacinto, Dorisa, Jibarito, etc.",,Lady,1. Validado parcial
-75.80269517,-2.38619347,TJC201701,OPIKAFPE,,Derrame nuevo de petróleo,,,Lote 1AB/192,"Pacific Stratus Energy del Perú, S.A.",2017,2017-02-03,Se dio debido a la oxidación interna de la tubería. Afectó a la quebrada Bancal y el territorio de caza y pesca de Marsella.,De Shiviyacu a San Jacinto. Ocurrió en el tramo Marsella-A.A.A Cacers,,Lady,1. Validado parcial
-75.80284126,-2.38621301,TDP201701,OPIKAFPE,,Derrame nuevo de petróleo,,,Lote 1AB/192,"Pacific Stratus Energy del Perú, S.A.",2017,2017-02-11,El derrame se dio debido a oxidación. Afectó al aguajal 1A y el territorio de caza y pesca de la comunidad 12 de Octubre.,"Km 6, carretera 1A de Shiviyacu a San Jacinto en territorio de la comunidad 12 de Octubre. Para llegar al punto exacto: desde la estación de bombeo de agua en Quebrada Llanchama hay que caminar 300 m ",,Lady,1. Validado parcial
-76.19261866,-2.56176301,CES201706,FECONACO,,Derrame antiguo de petróleo,,,Lote 1AB/192,"Pacific Stratus Energy del Perú, S.A.",2017,2017-04-25,Afectó al río y las zonas de caza y pesca de José Olaya.,"Comunidad José Olaya, Pozo Huayurí.",,Ana Paula,2. Validado final
-75.85132626,-2.36224122,TEP201704,OPIKAFPE,,Derrame antiguo de petróleo,,,Lote 1AB/192,,2017,2017-05-03,"Afectó a la quebrada Llanchama y un aguajal. Los monitores reportaron animales muertos. En el ODK dice Pozo A1 km 7, pero no hay ninguna referencia sobre la ubicación exacta.","Pozos 10,11, 12, en el territorio de la comunidad Marsella.",,Ana Paula,2. Validado final
-75.851528,-2.36217588,TEP201705,OPIKAFPE,,Derrame antiguo de petróleo,,,Lote 1AB/192,,2017,2017-05-03,Afectó a la quebrada Llanllama y la zona de caza y pesca de Marsella.,"Pozos 10, 11, 12, A1 km7, en territorio de comunidad Marsella.",,Ana Paula,2. Validado final
-75.85155515,-2.36096927,TEP201703,OPIKAFPE,,Derrame antiguo de petróleo,,,Lote 1AB/192,,2017,2017-05-10,Afectó a la quebrada Yanayacu. Los monitores reportaron peces muertos.,"Pozos 11, 12, 10, km 5. En el territorio de la comunidad Marsella.",,Ana Paula,2. Validado final
-75.85150511,-2.36096734,TRD201702,OPIKAFPE,,Derrame antiguo de petróleo,,,Lote 1AB/192,,2017,2017-05-10,Se dio en el territorio de la comunidad Marsella y afectó a la quebrada Yanayacu.,"Pozo 10, km 7 1A.",,Ana Paula,2. Validado final
-75.8512638,-2.3619299,CFS201702,"FECONACO, OPIKAFPE",,Derrame nuevo de petróleo,,,Lote 1AB/192,"Pacific Stratus Energy del Perú, S.A.",2017,2017-05-13,"El derrame afecta a un aguajal y un afluyente del río Tigre. El monitor detecta flora manchada con crudo y animales muertos (caimanes, añujes y fasacos).",Desde el Pozo 11 hacia base Shiviyacu (en el km 7 del oleoducto) en territorio de la comunidad Nueva Jerusalén.,,Ana Paula,2. Validado final
-75.85136607,-2.36148889,TJC201702,OPIKAFPE,,Sin especificar,,,Lote 1AB/192,,2017,2017-05-13,,,,Ana Paula,2. Validado final
-75.85128853,-2.36223991,CFS201703,"FECONACO, OPIKAFPE",,Derrame antiguo de petróleo,,,Lote 1AB/192,Occidental Petroleum,2017,2017-05-14,Derrame antiguo enterrado hasta 1m de profundidad. Se encuentra a 97m de la plátaforma. Afectó a cuerpos de agua y suelos.,Territorio de la comunidad 12 de Octubre.,,Ana Paula,2. Validado final
-75.85123042,-2.36225117,TAR201701,OPIKAFPE,,Derrame antiguo de petróleo,,,Lote 1AB/192,,2017,2017-05-14,La empresa encargada fue Pluspetrol y no se llevó a cabo la remediación. Este derrame antiguo aún afecta a la cocha Pashincosha y el entorno. Se dio en el territorio de caza y pesca de Mariscal Caceres.,"Pozos 10, 11, 12 en el territorio de la Comunidad 12 de Octubre. En Mariscal Cáceres",,Ana Paula,2. Validado final
-75.85126379,-2.36182439,TDC201702,OPIKAFPE,,Derrame nuevo de petróleo,,,Lote 1AB/192,"Pacific Stratus Energy del Perú, S.A.",2017,2017-05-14,"El evento afectó a Chancchama, en el territorio de caza y pesca de Marsella.",Km 6 desde San Jacinto hasta Shiviyacu. Bomba de agua quebrada Chanchama más al fondo tubería a 500 m.,,Ana Paula,2. Validado final
-75.85690397,-2.37002501,TDP201702,OPIKAFPE,,Sin especificar,,,Lote 1AB/192,,2017,2017-05-14,Los registros muestran una acumulación de bolsas plásticas llenas de crudo recuperado. Martí Orta sacó una muestra. Aquel día no se había hecho ninguna remediación aún. El derrame afectó el territorio de la comunidad 12 de Octubre.,"Carretera 1 km 6 alrededor del puente Chanchama, a 5 metros de la carretera que va de Batería Shiviyacu a Batería San Jacinto.",,Ana Paula,2. Validado final
-75.86462213,-2.31390846,TAS201709,OPIKAFPE,,Derrame nuevo de petróleo,,,Lote 1AB/192,"Pacific Stratus Energy del Perú, S.A.",2017,2017-05-15,El evento se dio durante la época de Pluspetrol debido a una rotura en la tubería.,En el territorio de la comunidad 12 de Octubre.,,Ana Paula,2. Validado final
-75.80265144,-2.3885091,TDC201701,OPIKAFPE,,Derrame antiguo de petróleo,,,Lote 1AB/192,,2017,2017-05-15,La quebrada de Agua blanca fue afectada. Los registros muestran crudo y residuos enterrados en el jardin de una casa en la comunidad 12 de Octubre de los tiempos de Oxy.,"Km 48, camino al pozo 10. Comunidad 12 de Octubre, Batería San Jacinto.",,Ana Paula,2. Validado final
-75.80268165,-2.38851952,TJC201704,OPIKAFPE,,otro,,,Lote 1AB/192,,2017,2017-05-15,,En el territorio de la comunidad 12 de Octubre.,,Ana Paula,2. Validado final
-75.86470006,-2.31388902,TJO201701,OPIKAFPE,,agua producida,,,Lote 1AB/192,"Pacific Stratus Energy del Perú, S.A.",2017,2017-05-15,Es una reinyección de aguas producidas. Afecta a riachuelos y la flora y fauna asociada.,"San Jacinto, km 148. En el territorio de la comunidad Marsella, Batería Bartra. Está en el brazo Piedra Negra- Quebrada Piedra Negra- río Tigre.",,Ana Paula,2. Validado final
-75.51527,-2.185,TMO201702,OPIKAFPE,,agua producida,,,Lote 1AB/192,"Pacific Stratus Energy del Perú, S.A.",2017,2017-05-15,Los monitores ambientales señalaron la existencia de una fuente de aguas producidas. El investigador Martí Orta recolectó muestras.,,,Ana Paula,2. Validado final
-75.80263359,-2.38846445,CFS201716,"FECONACO, OPIKAFPE",,Botadero,,,Lote 1AB/192,Occidental Petroleum,2017,2017-05-16,El pueblo se contruyó por encima de un botadero. Una capa delgada de suelo (2cm) lo separa de residuos enterrados y otros impactos como derrames antiguos.,Comunidad 12 de octubre.,,Ana Paula,2. Validado final
-76.19252381,-2.56184066,CFS201705,FECONACO,,Derrame nuevo de petróleo,,,Lote 1AB/192,"Pacific Stratus Energy del Perú, S.A.",2017,2017-05-18,,Batería Shiviyacu.,,Ana Paula,2. Validado final
-76.19258939,-2.56185839,CAS201701,FECONACO,,Derrame nuevo de petróleo,,,Lote 1AB/192,"Pacific Stratus Energy del Perú, S.A.",2017,2017-05-26,El evento afectó a la comunidad José Olaya.,Quebrada Machu Pichju. A 3 kilómetros de Huayuri. En la comunidad José Olaya,,Ana Paula,2. Validado final
-75.07201311,-3.82088151,CFS201714,FECONACO,,Agua producida,,,Lote 8,PlusPetrol Norte S.A,2017,2017-09-21,Afectó a la comunidad San Cristobal,Comunidad San Cristóbal,,Ana Paula,2. Validado final
-75.86624036,-2.31376329,TAS201716,OPIKAFPE,,Derrame antiguo de petróleo,,,Lote 1AB/192,,2017,2017-11-20,En el sitio había una cocha que se llenó con crudo durante años y al final fue enterrado. Aún hay evidencia del crudo enterrado.,Alrededores de las instalaciones de producción de San Jacinto.,,Ana Paula,2. Validado final
-75.86565936,-2.31559736,TAS201717,OPIKAFPE,,Derrame nuevo de petróleo,,,Lote 1AB/192,"Pacific Stratus Energy del Perú, S.A.",2017,2017-12-10,"Afectó a las comunidades de Arenal, 12 de Octubre, Cáceres y San Juan Bartra. El evento impactó a la cocha Rosa, cocha Tipishca y cocha Auca y también a la quebrada Piedra Negra. La remediación fue deficiente y aún queda bastante crudo en el suelo.","Batería San Jacinto, en el territorio de la comunidad Marsella. Proviene del tanque sumidero T-1419, cercano al pozo 27.",,Ana Paula,2. Validado final
-75.6533156,-3.2440097,CFD201805,FECONACO,,Derrame antiguo de petróleo,,,Lote 8,"PetroPerú, S.A",2018,2018-03-01,"Derrame en ducto que conecta la Batería 7 con Batería 4 en Capirona, dentro de la comunidad San José de Nueva Esperanza. Afectó a la cocha Raúl. El sitio no ha sido remediado.","Ducto que conecta Batería 7 a Batería 4 en Capirona, en la comunidad San José de Nueva Esperanza.",,Ana Paula,2. Validado final
-76.200627,-2.738259,COE20103.4/CRAS201001,"OSINERGMIN, FECONACO",,Derrame nuevo de petróleo,,Antiguo,Lote 1AB/192,PlusPetrol Norte S.A,2010,2010-05-27,El evento se dio debido al drenaje del sump tank. No hay información acerca del impacto ambiental.,Plátaforma del pozo Dorissa 5/Batería Dorissa.,,Ale,1. Validado parcial
-76.163368,-2.33419,COE201003.7/CJT201001,"OSINERGMIN, FECONACO",,Derrame nuevo de petróleo,,Antiguo,Lote 1AB/192,PlusPetrol Norte S.A,2010,11/10/2010 12/10/2010,El evento se dio porque el sump tank se rebalsó (fuga de tubería). El crudo salió por una zanja natural y afectó a la quebrada Najanamaca.,"Tanque colector pozo 9, Batería Forestal.",,Ale,1. Validado parcial
