lon,lat,codigo,federacion,zona,tipo_impacto,fuente_impacto,antiguedad,lote,empresa,anio,detecto,descripcion,ubicacion,remediacion,responsable,estado_validacion
-75.713385,-3.1981751,CFD20181,FECONACOR,Batería 7,Derrame de crudo,Pozo,Antiguo,Lote 8,Pluspetrol Norte,,17/09/2018,"Derrame de crudo antiguo en Pozo 74, lo cual resultó en que animales están haciendo colpa.",Pozo 74; comunidad más cercana es Nueva Esperanza,,Laura,1. Validado parcial
-75.712453,-3.1928686,CNA201401,FECONACO,,Derrame nuevo de petróleo,,,Lote 8,PlusPetrol Norte S.A,2014,2014-01-01,,"Pozo 25X, batería 7, CN Nueva Esperanza.",,Cielo,1. Validado parcial
-75.711299,-3.1907707,CSG201401,FECONACO,,Derrame antiguo de petróleo,,,Lote 8,PlusPetrol Norte S.A,2014,2014-04-01,Una base abandonada que antes se usaba para actividades de transporte.,"Bate 7, en Comunidad Nueva Valencia.",,Cielo,1. Validado parcial
-75.708955,-2.5069373,TNA201501,OPIKAFPE,,Botadero,,,Lote 1AB/192,Occidental Petroleum,2015,1905-07-07,Hay metales y otros residuos acumulados.,"Ubicado a 300 metros de la carretera principal, en el km 10.",,Cielo,1. Validado parcial
-75.6892596,-3.2951968,CFD201701,FECONACO,,Derrame antiguo de petróleo,,,Lote 8,"PetroPerú, S.A",2017,2017-11-23,"Pozo antiguo abandonado que, con los años, se ha convertido en una colpa contaminado por petróleo",En la Comunidad San José de Nueva Esperanza,,Ana Paula,2. Validado final
-75.681016,-2.467265,TJG201915,OPIKAFPE,Bartra,Botadero,,Antiguo,Lote 1AB/192,Frontera Energy,,2019-04-01,Botadero de tubos y filtros,San Juan de Bartra,,Laura,1. Validado parcial
-75.674023,-3.2071066,COE201406,FECONACO,,Derrame antiguo de petróleo,,,Lote 8,PlusPetrol Norte S.A,2014,2014-11-01,Crudo antiguo se puede encontrar en el río pequeño y un aguajal.,Comunidad Nueva Esperanza.,,Cielo,1. Validado parcial
-75.659278,-2.471727,TJG201935,OPIKAFPE,Bartra,Botadero,,Antiguo,Lote 1AB/192,Frontera Energy,,2019-04-01,Chatarra de tubos,Base de Bartra,,Laura,1. Validado parcial
-75.657948,-3.2204334,COE201401,FECONACO,,Botadero,,,Lote 8,PlusPetrol Norte S.A,2014,2014-04-01,Contenedores aún con liquidos tóxicos peligrosos adentro.,"Bate 7 P18- Bahía, cerca de Comunidad Nueva Esperanza.",,Cielo,1. Validado parcial
-75.6568545,-3.2284345,CFD201804,FECONACO,,Derrame antiguo de petróleo,,,Lote 8,PlusPetrol Norte S.A,2018,2018-03-01,"Afectó a Arturo Caño, afluente del río Corrientes 3 km aguas abajo. Ocurrió hace 15 años (aprox. 2013) y el sitio no ha sido remediado. La empresa encargada de la limpieza enterró el crudo. El lugar se ha convertido en un salegar/colpa contaminado por petróleo, que suelen utilizar varios animales.","En el ducto que va desde Batería 7 hasta Capirona, en territorio de la comunidad San José de Nueva Esperanza.",,Ana Paula,2. Validado final
-75.6553625,-3.2700532,COE201707/CFD201801,"OEFA, FECONACO",,Crudo mezclado con agua,,,Lote 8,PlusPetrol Norte S.A,2017,16/02/2017 17/01/2018,"5 días después del evento, el OEFA informó sobre la presencia de crudo sobre toda la quebrada Caño Carmen, del punto de la fuga hasta donde el riachuelo desemboca en el río Corrientes. Se reportó una extensión de 252,8 m2 de suelo y flora impactado. Los métodos utilizados por la empresa para minimiz","Oleoducto de Batería 7 Nueva Esperanza a Batería 4, en la zona de Tunchiplaya. En el km 12+200.",0.0,Ana Paula,2. Validado final
-75.6550423,-3.3010542,CFD20184,FECONACOR,Batería 7,Derrame de crudo,oleoducto,Antiguo,Lote 8,Pluspetrol Norte,,29/08/2018,"Derrame antiguo (6 meses atras) que sigue contaminando a la quebrada barrilana, la cual fluye hacia el rio Corrientes.",oleoducto entre batería 7 y 4 Capirona; comunidad mas cercana es Nueva Esperanza,,Laura,1. Validado parcial
-75.65437187,-2.4431066,TAS20191,OPIKAFPE,Bartra,Botadero,Batería,Antiguo,Lote 1AB/192,Pluspetrol Norte,,15/01/2019,Es un botadero antiguo donde la empresa oxi botaban todo los materiales plásticos y metales y se encuentran hasta ahora impactando,Batería Bartra km 18,,Laura,1. Validado parcial
-75.65431237,-2.44334801,TAS20192,OPIKAFPE,Bartra,Botadero,Batería,Antiguo,Lote 1AB/192,Pluspetrol Norte,,15/01/2019,Esto Baradero se encuentran en canto de la carretera impactando el medio ambiente y nuestra salud,"En 18.200 km, pertenece una batería bartra.",,Laura,1. Validado parcial
-75.654309,-2.443332,TJG20198,OPIKAFPE,Bartra,Botadero,,Antiguo,Lote 1AB/192,Frontera Energy,,2019-04-01,Botadero,Km 18+150,,Laura,1. Validado parcial
-75.65269113,-2.47011935,TAS201810,OPIKAFPE,Bartra,Botadero,Batería,Antiguo,Lote 1AB/192,Pluspetrol Norte,,20/11/2018,Este es un lugar que escabaron tipo un cajón grande donde echaban toda la basura son dos cajón en el mismo punto y se encuentran hasta hoy en el mismo lugar.,Para llegar al punto es de 10 km desde la comunidad caminando,,Laura,1. Validado parcial
-75.652631,-2.470066,TJG201919,OPIKAFPE,Bartra,Botadero,,Antiguo,Lote 1AB/192,Frontera Energy,,2019-04-01,Botadero de fierros y tubos,San Juan de Bartra,,Laura,1. Validado parcial
-75.653059,-3.243885,CFD20191,FECONACOR,Batería 7,Botadero,,Antiguo,Lote 8,Pluspetrol Norte,,14/03/2019,Chatarra enterrada,,,Laura,1. Validado parcial
-75.6524784,-3.244259,CFD20186,FECONACOR,Batería 7,Depósito de material,Botadero,Antiguo,Lote 8,Pluspetrol Norte,,13/06/2018,"Botadero de chatarra (plastico, tubos, bidones) de 5x30 metros. Abajo de la chatarra hay crudo embolsado en plastico. La empresa lo ha tapado y dijeron a la comunidad que no hay contaminación.",Comunidad más cercana es Nueva Esperanza.,,Laura,1. Validado parcial
-75.651943,-3.244718,CFD20192,FECONACOR,Batería 7,Botadero,,Antiguo,Lote 8,Pluspetrol Norte,,2019-06-05,Chatarra enterrada,,,Laura,1. Validado parcial
-75.6519113,-3.3213535,CFD20185,FECONACOR,Batería 7,Derrame de crudo,oleoducto,Antiguo,Lote 8,Pluspetrol Norte,,30/07/2018,"Derrame antiguo (2011), Pluspetrol remedió pero no suficiente. Afecta quebrada Camaronyacu.",oleoducto entre batería 7 y Capirona 4; comunidad mas cercana es Nueva Esperanza,1.0,Laura,1. Validado parcial
-75.649742,-2.467489,TJG201934,OPIKAFPE,Bartra,Botadero,,Antiguo,Lote 1AB/192,Frontera Energy,,2019-04-01,Chatarra de fierros,Base de Bartra,,Laura,1. Validado parcial
-75.64927434,-2.44954886,TAS20193,OPIKAFPE,Bartra,Botadero,Batería,Antiguo,Lote 1AB/192,Pluspetrol Norte,,15/01/2019,Es un botadero antiguo que a simple vista no se nota nada porque se encuentran enterrado que dejó la empresa Pluspetrol hace años y está enterrado,13 km aproximadamente batería Bartra,,Laura,1. Validado parcial
-75.64882541,-2.46757376,TAS201715,OPIKAFPE,,Botadero,,,Lote 1AB/192,PlusPetrol Norte S.A,2017,2017-05-22,Dentro del territorio de la comunidad San Juan Bartra y la área de caza de El Ojeal. Hay varios barriles metales botados en el bosque. Hay una colpa.,"Batería Bartra, km 10 en la comunidad San Juan Bartra y la área de caza de El Ojeal",,Ana Paula,2. Validado final
-75.64880942,-2.4501616,TAS20194,OPIKAFPE,Bartra,Botadero,Batería,Antiguo,Lote 1AB/192,Pluspetrol Norte,,15/01/2019,Contaminación al medio ambiente y ala salud de los vivientes. Afecta a la quebrada Montano. Numerado 1.2.4 en reporte de monitoreo San Juan de Bartra,Km 20 aproximadamente batería bartra en trayecto de Bartra al cruce de San Jacinto,,Laura,1. Validado parcial
-75.64810628,-2.46780343,TAS201919,OPIKAFPE,Bartra,Botadero,Batería,Antiguo,Lote 1AB/192,Pluspetrol Norte,,18/01/2019,En el km 10.500 metros  batería Bartra botadero antiguo  de materiales industriales; 30x100. Chatarra se encuentran tanto en la superficie y como también enterrado en gran cantidad. Afecta Cocha Verde.,n/a,,Laura,1. Validado parcial
-75.64801086,-2.46784067,TAS20189,OPIKAFPE,Bartra,Botadero,Batería,Antiguo,Lote 1AB/192,Pluspetrol Norte,,20/11/2018,"Este lugar ha sido un lugar donde la empresa Oxy botaba todo tipo de materiales y se encuentran en el mismo lugar(bidones condentro y si dentro con quimicas). Afecta quebrada montano y cochas ,saliendo por el río tigre. Hasta la fecha se ve que se están enterrando se debido al tiempo. Este Botadero ",Este Botadero se encuentran a un costado de la batería en el km 11 donde puedes en contrar todo tipo de materiales. Se encuentra a un canto de la misma batería Bartra,,Laura,1. Validado parcial
-75.64796241,-2.47836649,TAS201918,OPIKAFPE,Bartra,Derrame de crudo,Pozo,Antiguo,Lote 1AB/192,Pluspetrol Norte,,18/01/2019,Este lugar es todo lo que arrojaban el pozo 4-5 el perímetro de suelo contaminado es aproximadamente de 2000 metros de ancho y de largo 2000 metros de ancho aprox.,Pozo 4-5 de batería Bartra,,Laura,1. Validado parcial
-75.64794532,-2.47833244,TAS20186,OPIKAFPE,Bartra,colpa artificial,Pozo,Antiguo,Lote 1AB/192,Pluspetrol Norte,2000,15/04/2018,"Sitio antiguo, botadero de crudo al lado de pozos 4 & 5, donde ahora se encuentra una colpa artificial. Varios animales vienen a comer. El crudo también afecta a la quebrada Bufeo, la cual fluye hacia el rio Tígre. Dificil de estimar el area afectado porque por partes está enterrado.","Estos pozos se encuentra de la comunidad de San Juan, llegando a batería 237;a Bartra en el km 11 aprox.entrando hacia la derecha a km 1 y 600 metros al fondo están los pozos.",0.0,Claudia,2. Validado final
-75.647436,-2.479676,TJG201917,OPIKAFPE,Bartra,Botadero,,Antiguo,Lote 1AB/192,Frontera Energy,,2019-04-01,Botadero de tubos,San Juan de Bartra,,Laura,1. Validado parcial
-75.6474,-2.478409,TJG201918,OPIKAFPE,Bartra,Botadero,,Antiguo,Lote 1AB/192,Frontera Energy,,2019-04-01,"Botadero de cilindros, calaminas y botellas",San Juan de Bartra,,Laura,1. Validado parcial
-75.64727963,-2.47968082,TOG20181 TES20181,OPIKAFPE,Bartra,Derrame de crudo,Pozo,Antiguo,Lote 1AB/192,Pluspetrol Norte,,19/11/2018,"Sitio antiguo, afecta suelo y una quebrada","pozo 4 y 5 San Juan de Bartra, kilómetro 6",,Laura,1. Validado parcial
-75.647239,-2.479685,TJG20197,OPIKAFPE,Bartra,Derrame de crudo,Pozo,Antiguo,Lote 1AB/192,Frontera Energy,,2019-04-01,Sitios impactados por hidrocarburos,Pozo 4 y 5 San Juan de Bartra,,Laura,1. Validado parcial
-75.64705737,-2.45474329,TAS20195,OPIKAFPE,Bartra,Botadero,Batería,Antiguo,Lote 1AB/192,Pluspetrol Norte,,15/01/2019,Exactamente no se sabe cuánto de extención se encuentra este botadero será un aproximado de 200 x100. Afecta quebrada Montano,Km 20 barteria Bartra se encuentra en el trayecto de Bartra al cruce de San Jacinto,,Laura,1. Validado parcial
-75.646548,-2.4851494,TNA201502,OPIKAFPE,,Botadero,,,Lote 1AB/192,Occidental Petroleum,2015,1905-07-07,Se acumularon restos antiguos de la época de Oxy.,Pozos cercanos 4-5 en Batería Bartra.,,Cielo,1. Validado parcial
-75.645518,-2.474222,TJG201933,OPIKAFPE,Bartra,Botadero,,Antiguo,Lote 1AB/192,Frontera Energy,,2019-04-01,Chatarra de tubos enterrados,Base de Bartra,,Laura,1. Validado parcial
-75.64312437,-2.46870856,TAS20187,OPIKAFPE,Bartra,colpa artificial,,Antiguo,Lote 1AB/192,Pluspetrol Norte,2000,15/04/2018,"Sitio antiguo; colpa artificial. En este sitio comen las Sacha vaca, venado,majas,Sajino, carachupa, maquisapa, etc.","Este incidente se encuentra en la mitad del oleoducto que viene del pozo 4 & 5 al batería 237, a 1500 metros de batería 237",0.0,Claudia,2. Validado final
-75.64234964,-2.46284505,TAS20196,OPIKAFPE,Bartra,Botadero,Batería,Antiguo,Lote 1AB/192,Pluspetrol Norte,,17/01/2019,Es un lugar antiguo de bidones abandonados antiguos se encuentran aproximadamente de 100 x 500 metros. Antes eran algunos con dentro de quimicas se reventaron por el tiempo que tenia,,,Laura,1. Validado parcial
-75.64210076,-2.46288102,TAS201704,OPIKAFPE,,Botadero,,,Lote 1AB/192,PlusPetrol Norte S.A,2017,2017-05-22,Dentro del territorio de la comunidad San Juan Bartra y el área de caza y pesca de Puesto Vaca.  Es un sitio antiguo.  Hay un gran número de viejos bidones y barriles de metal abandonados en el bosque. Se encuentra también una colpa.,Batería Bartra en la comunidad San Juan Bartra,,Ana Paula,2. Validado final
-75.64208775,-2.45911197,TAS201912,OPIKAFPE,Bartra,Botadero,Batería,Antiguo,Lote 1AB/192,Pluspetrol Norte,,17/01/2019,En la misma batería Bartra se encuentra en esta condición hasta hoy en dia. Esta chatarras se encuentran en este lugar algunos enterrados y como también fuera casi no se nota nada porque están dentro del bosque. Este lugar es aproximadamente de 500 largo por 500 de ancho,Batería San Juan de Bartra,,Laura,1. Validado parcial
-75.64202238,-2.4591422,TES201702,OPIKAFPE,,Botadero,,,Lote 1AB/192,PlusPetrol Norte S.A,2017,2017-05-22,"El botadero contiene varios residuos como viejos bidones metálicos, barriles, tuberías, etc. La vegetación ha crecido y ha ocultado parcialmente la extensión y los daños causados por el botadero.",Batería Bartra (comunidad San Juan Bartra) a unos 12 km de San Juan de Bartra a Batería Bartra.,,Ana Paula,2. Validado final
-75.64194087,-2.46127459,TAS201911,OPIKAFPE,Bartra,Derrame de crudo,,Antiguo,Lote 1AB/192,Pluspetrol Norte,,17/01/2019,Este lugar este 100 a x 2000 metros de largo es derrame antiguo de hidrocarburos enterrando en este huagal. Contaminación a nuestros animales y la humanidad,Pozo 1-2-12 Bartra,,Laura,1. Validado parcial
-75.64181897,-2.461314,TAS201714,OPIKAFPE,,Derrame antiguo de petróleo,,,Lote 1AB/192,PlusPetrol Norte S.A,2017,2017-05-22,"Se encuentra cerca a la Batería Bartra, en el territorio de la comunidad San Juan Bartra. Hay pruebas sólidas de que el agua contaminada es utilizada habitualmente por animales y seres humanos. Nunca ha sido remediado. El monitor recuerda haber visto petróleo y aguas producidas corriendo por el riac",Batería Bartra en la comunidad San Juan Bartra,,Ana Paula,1. Validado parcial
-75.64174779,-2.46484135,TAS20185,OPIKAFPE,Bartra,Piscina de crudo,Tuberia,Antiguo,Lote 1AB/192,Pluspetrol Norte,2000,15/04/2018,"Sitio antiguo; En este sitio botaban todo el crudo de pozos y oleoductos. Hoy en día se encuentran enterrados , pero cuando le mueves con algún objeto se ve que flotan.  Fuente es un oleoducto de pozo 1 al pozo 5. Area afectada de 150x800 metros. Afecta un aguajal,  la quebrada Montano, Centro cocha",Se encuentra aproximadamente a 500 metros del pozo 1.,0.0,Claudia,2. Validado final
-75.64168758,-2.45541801,TAS201914,OPIKAFPE,Bartra,Derrame de crudo,Pozo,Antiguo,Lote 1AB/192,Pluspetrol Norte,,17/01/2019,Aguajal Montano con contaminación,Cerca al pozo 11-10 aproximadamente de 300 metros se encuentran este lugar batería Bartra,,Laura,1. Validado parcial
-75.641678,-2.456004,TJG201910,OPIKAFPE,Bartra,Botadero,,Antiguo,Lote 1AB/192,Frontera Energy,,2019-04-01,Botadero de fierros,San Juan de Bartra,,Laura,1. Validado parcial
-75.641636,-2.462771,TJG201913,OPIKAFPE,Bartra,Botadero,,Antiguo,Lote 1AB/192,Frontera Energy,,2019-04-01,Restos de base de Bartra,San Juan de Bartra,,Laura,1. Validado parcial
-75.64160869,-2.46390009,TAS20188,OPIKAFPE,Bartra,Derrame de crudo,Pozo,Antiguo,Lote 1AB/192,Pluspetrol Norte,2000,15/04/2018,"Sitio antiguo; el pozo 1 llenaban en el sump tank y le notaban hacia la bajada que hoy en día se encuentra acumulado en las cochas y donde hay bujurqui, boquichico ,fasaco ,shuyo entre otros especies. Estos derrames comtaminaron a la quebrada Sara yacu, quebrada montano, la Cocha auka cocha y fluyen","Pozo numero 1 de San Juan de Bartra, se encuentra a 200 metros, antes de llegar a Batería Bartra hacia la derecha, llegando al pozo hacia la derecha se encuentra el SUMP TANK.",0.0,Claudia,2. Validado final
-75.641265,-2.439367,TJG20191,OPIKAFPE,Bartra,Derrame de crudo,Pozo,Antiguo,Lote 1AB/192,Frontera Energy,,2019-04-01,Sitios impactados por hidrocarburos,Pozo 9 San Juan de Bartra,,Laura,1. Validado parcial
-75.6411092,-2.45710083,TAS20184,OPIKAFPE,Bartra,Derrame de crudo,Pozo,Antiguo,Lote 1AB/192,Pluspetrol Norte,2000,15/04/2018,Sitio antiguo; a 80 metros de pozos 10 & 11 se encuentra una acumulación de crudo que afecta la quebrada Montano,Este derrame se encuentran a 80 metros del pozo 10 y 11 con batería; a Bartra a 50 metros,0.0,Claudia,2. Validado final
-75.64107755,-2.4578145,TAS201910,OPIKAFPE,Bartra,Descarga de agua,Pozo,Antiguo,Lote 1AB/192,Pluspetrol Norte,,16/01/2019,"Agua contaminada, Afecta aguajal y quebrada Montano",Pozo 10-11 San Juan de Bartra,,Laura,1. Validado parcial
-75.64107,-2.464336,TJG201916,OPIKAFPE,Bartra,Botadero,,Antiguo,Lote 1AB/192,Frontera Energy,,2019-04-01,Botadero de fierros,San Juan de Bartra,,Laura,1. Validado parcial
-75.640923,-2.458854,TJG201926,OPIKAFPE,Bartra,Botadero,,Antiguo,Lote 1AB/192,Frontera Energy,,2019-04-01,Chatarra de cilindros,Base de Bartra,,Laura,1. Validado parcial
-75.640913,-2.455407,TJG20199,OPIKAFPE,Bartra,Botadero,,Antiguo,Lote 1AB/192,Frontera Energy,,2019-04-01,Botadero,San Juan de Bartra,,Laura,1. Validado parcial
-75.640573,-2.44105,TJG20192,OPIKAFPE,Bartra,Derrame de crudo,Pozo,Antiguo,Lote 1AB/192,Frontera Energy,,2019-04-01,Sitios impactados por hidrocarburos,Pozo 9 San Juan de Bartra,,Laura,1. Validado parcial
-75.64055849,-2.4395439,TAS201920,OPIKAFPE,Bartra,colpa artificial,Pozo,Antiguo,Lote 1AB/192,Pluspetrol Norte,,16/01/2019,"Es una kolpa provocado por las empresa debido al derrame de quimicas y los animales comen y se contamina facilmente. Afecta caza, afecta quebrada Montano y otras,. Este lugar es de 50 de ancho por  400 metros de largo",Pozo n.9 por el norte de Bartra,,Laura,1. Validado parcial
-75.64047686,-2.44109755,TAS20182,OPIKAFPE,Bartra,Derrame de crudo,pozo,Antiguo,Lote 1AB/192,Pluspetrol Norte,2000,15/04/2018,"En esta Cocha se acumulaba el derrame de pozo 9, nunca lo han remediado y hasta el día de hoy se encuentran enterrados. Area afectad:  60x150 metros.",Encontrandose hacia el norte de batería;a Bartra el pozo 9,0.0,Claudia,2. Validado final
-75.640339,-2.439359,TJG201930,OPIKAFPE,Bartra,Botadero,,Antiguo,Lote 1AB/192,Frontera Energy,,2019-04-01,Chatarra de tubos,Base de Bartra,,Laura,1. Validado parcial
-75.640276,-2.459994,TJG20195,OPIKAFPE,Bartra,Derrame de crudo,Batería,Antiguo,Lote 1AB/192,Frontera Energy,,2019-04-01,Sitios impactados por hidrocarburos,Base de Bartra,,Laura,1. Validado parcial
-75.640276,-2.459994,TJG201936,OPIKAFPE,Bartra,Derrame de crudo,,Antiguo,Lote 1AB/192,Frontera Energy,,2019-04-01,Suelo contaminado,Base de Bartra,,Laura,1. Validado parcial
-75.640168,-2.458293,TJG201927,OPIKAFPE,Bartra,Botadero,,Antiguo,Lote 1AB/192,Frontera Energy,,2019-04-01,Chatarra de fierros,Base de Bartra,,Laura,1. Validado parcial
-75.64009543,-2.46061501,TAS201915,OPIKAFPE,Bartra,Derrame de crudo,Batería,Antiguo,Lote 1AB/192,Pluspetrol Norte,,17/01/2019,,Se encuentran en la misma batería de Bartra a unos metros,,Laura,1. Validado parcial
-75.640017,-2.463794,TJG201914,OPIKAFPE,Bartra,Botadero,,Antiguo,Lote 1AB/192,Frontera Energy,,2019-04-01,Botadero de fierro y concreto,San Juan de Bartra,,Laura,1. Validado parcial
-75.63980971,-2.45736864,TAS201913,OPIKAFPE,Bartra,Piscina de crudo,Batería,Antiguo,Lote 1AB/192,Pluspetrol Norte,,17/01/2019,Este derrame causado por la misma batería y pozos. Afecta aguajal Montano,Batería San Juan de Bartra,,Laura,1. Validado parcial
-75.639594,-2.442743,TJG201931,OPIKAFPE,Bartra,Botadero,,Antiguo,Lote 1AB/192,Frontera Energy,,2019-04-01,Chatarra de tubos,Base de Bartra,,Laura,1. Validado parcial
-75.639215,-2.459054,TJG201928,OPIKAFPE,Bartra,Botadero,,Antiguo,Lote 1AB/192,Frontera Energy,,2019-04-01,Chatarra de fierros,Base de Bartra,,Laura,1. Validado parcial
-75.639097,-2.458086,TJG201911,OPIKAFPE,Bartra,Botadero,,Antiguo,Lote 1AB/192,Frontera Energy,,2019-04-01,Botadero de cilindros,San Juan de Bartra,,Laura,1. Validado parcial
-75.639044,-2.459841,TJG201929,OPIKAFPE,Bartra,Botadero,,Antiguo,Lote 1AB/192,Frontera Energy,,2019-04-01,Chatarra de tubos,Base de Bartra,,Laura,1. Validado parcial
-75.638639,-2.459904,TJG201912,OPIKAFPE,Bartra,Botadero,,Antiguo,Lote 1AB/192,Frontera Energy,,2019-04-01,Botadero de fierro y concreto,San Juan de Bartra,,Laura,1. Validado parcial
-75.63734372,-2.4492468,TAS20198,OPIKAFPE,Bartra,Derrame de crudo,Pozo,Antiguo,Lote 1AB/192,Pluspetrol Norte,,16/01/2019,"Agua contaminada, Afecta aguajal y quebrada Montano, 100x500","Pozo 6, 7, 8, bartra",,Laura,1. Validado parcial
-75.63723848,-2.44919891,TAS20181,OPIKAFPE,Bartra,Derrame de crudo,Pozo,Antiguo,Lote 1AB/192,Pluspetrol Norte,2000,15/04/2018,En este lugar de todo el pozo (6)(7)(8)(3) que  drenaban  se encuentran acumulado en este lugar y cuanto habra por dentro que sigue afectando a muchas quebrada,"San Juan de Bartra; De Batería a Bartra yendo por carretera al doce de octubre, de Bartra a 300 metros entrando hacia la derecha caminando a 400 metros se encuentran estos pozos",,Laura,1. Validado parcial
-75.637088,-2.451582,TJG20194,OPIKAFPE,Bartra,Derrame de crudo,Pozo,Antiguo,Lote 1AB/192,Frontera Energy,,2019-04-01,Sitios impactados por hidrocarburos,"Pzo 6,7,8 San Juan de Bartra",,Laura,1. Validado parcial
-75.6370132,-2.4671164,TAS201916,OPIKAFPE,Bartra,Botadero,Batería,Antiguo,Lote 1AB/192,Pluspetrol Norte,,17/01/2019,Está en el pozo 13-14 maquina de antiguos que sacaban petróleos. Antiguamente. Este lugar es aproximadamente de ancho 100 largo 250,Batería San Juan de Bartra,,Laura,1. Validado parcial
-75.63672511,-2.46725998,TAS201702,OPIKAFPE,,"vertedero, antiguo derrame de petróleo",,,Lote 1AB/192,PlusPetrol Norte S.A,2017,2017-05-22,"Afecta a la quebrada Sara Yacu, aguajales, cochas y colpas. Hay evidencia de instalaciones abandonadas y crudo antiguo vertido que afecta a la zona desde hace mucho tiempo. Esta contaminación del medio ambiente afecta a la salud de las comunidades cercanas.","Pozo 13, Batería Bartra. El lugar se encuentra ubicado a 12 km de San Juan hacia Batería Bartra. Para llegar al pozo se necesitan alrededor de 1,5 km.",,Ana Paula,2. Validado final
-75.63670495,-2.46724925,TAS201917,OPIKAFPE,Bartra,Derrame de crudo,Pozo,Antiguo,Lote 1AB/192,Pluspetrol Norte,,17/01/2019,"Derrame de crudo, suelo contaminado, 50x500. Afecta quebrada Montano. Este derrame está causando desde años  y no hay cuando lo remedien la afectación es continua",Pozo 13-14 batería bartra,,Laura,1. Validado parcial
-75.636521,-2.468482,TJG20196,OPIKAFPE,Bartra,Derrame de crudo,Pozo,Antiguo,Lote 1AB/192,Frontera Energy,,2019-04-01,Sitios impactados por hidrocarburos; presencia de crudo y aceite en suelo,Pozo 13 y 14 San Juan de Bartra,,Laura,1. Validado parcial
-75.636358,-2.467387,TVS201602,OPIKAFPE,,Derrame antiguo de petróleo,,,Lote 1AB/192,Occidental Petroleum,2016,08/08/2016,"El monitor afirma que cuando llueva, los pozos se desborden y el crudo residual se desemboca en el medio ambiente. Cabe destacar que la batería Bartra no se ha operado desde hace muchos años. La contaminación afecta al territorio de San Juan Bartra.",Tanques 13-14 en Batería Bartra,0.0,Lady,1. Validado parcial
-75.636322,-2.4674864,TNA201503,OPIKAFPE,,Botadero,,,Lote 1AB/192,Occidental Petroleum,2015,1905-07-07,"Residuos antiguos de los tiempos de Oxy, acumulados.","Pozos cercanos 12 y 13, en Batería Bartra.",,Cielo,1. Validado parcial
-75.636489,-3.3428946,COE201708/CFD201803,"OEFA, FECONACO",,Derrame nuevo de petróleo,,,Lote 8,PlusPetrol Norte S.A,2017,22/02/2017 18/01/2018,"El 22 de febrero 2017 (código COE201708), después de una denuncia administrativa hecha por Nemesio Díaz Piñola, el OEFA llevó a cabo una expedición de supervisión. El evento ocurrió en el ducto que conecta Batería 4 a Batería 7 Nueva Esperanza. Un área de unos 36m2 fue afectada, incluyendo suelo y v","Ducto Batería 7- Batería 4, km 54+800.",0.0,Ana Paula,2. Validado final
-75.63549099,-2.45005204,TAS20199,OPIKAFPE,Bartra,Derrame de crudo,Pozo,Antiguo,Lote 1AB/192,Pluspetrol Norte,,16/01/2019,"Suelo contaminado, afecta quebrada montano y aguajal","Pozo 3, Bartra",,Laura,1. Validado parcial
-75.634621,-2.44459,TJG20193,OPIKAFPE,Bartra,Derrame de crudo,Pozo,Antiguo,Lote 1AB/192,Frontera Energy,,2019-04-01,Sitios impactados por hidrocarburos,Pozo 15 y 16 San Juan de Bartra,,Laura,1. Validado parcial
-75.63417095,-2.44636804,TAS20197 TES20191,OPIKAFPE,Bartra,Derrame de crudo,oleoducto,Antiguo,Lote 1AB/192,Pluspetrol Norte,,16/01/2019,Presencia de crudo,Del pozo 15-16 en a batería Bartra en una quebrada afluente de montano,,Laura,1. Validado parcial
-75.63411148,-2.44639272,TAS20183,OPIKAFPE,Bartra,Derrame de crudo,Tuberia,Antiguo,Lote 1AB/192,Pluspetrol Norte,2000,15/04/2018,"Un oleoducto que conecta pozos 15 & 16 con pozo 638, en el medio del oleoducto existe un antiguo derrame, el crudo se ha concentrado y está afectando a cochas y quebradas de pueblo. Está cerca al puesto coconal. Con el tiempol, el crudo se ha enterrado, por eso es dificil de encontrar.","Como base siendo la batería; a Bartra haciendo un encuentro de los pozos 3, el pozo 16 y el pozo 9",0.0,Claudia,2. Validado final
-75.633101,-2.445378,TJG201932,OPIKAFPE,Bartra,Botadero,,Antiguo,Lote 1AB/192,Frontera Energy,,2019-04-01,Chatarra de tubos,Base de Bartra,,Laura,1. Validado parcial
-75.6319136,-3.3703376,COE201710/CFD201802,"OEFA, FECONACO",,Crudo mezclado con agua,,,Lote 8,PlusPetrol Norte S.A,2017,12/04/2017 18/01/2018,El 22 de mayo 2017 (código COE201710) comuneros de la comunidad nativa San José de Nueva Esperanza hicieron una denuncia fornal sobre un derrame occurido 13 km de su comunidad. El derrame fue causado por un corte intencional en la tubería que conecta la Batería 4 Capirona a la Batería 7 en el punto ,"Tubería de Batería 4 a Batería 7, por el km 37+150 (Capirona).",0.0,Ana Paula,2. Validado final
-75.631871,-3.370332,CFD20187,FECONACOR,Batería 7,Derrame de crudo,oleoducto,Antiguo,Lote 8,Pluspetrol Norte,,29/11/2018,"Derrame de crudo en oleoducto de Batería 7 a Batería 4 Capirona, tierra afectada 5x30m",san jose de nueva esperanza,,Laura,1. Validado parcial
-75.491692,-3.4007646,CSES200901,FECONACO,,Derrame antiguo de petróleo,,Antiguo,Lote 8,,2009,2009-05-29,Tubo antiguo que aún contiene crudo.,Batería 4.,,Ale,1. Validado parcial
