lon,lat,nombre,tipo,etnia,familia_ling,federacion,zona
-74.82981,-10.21513,San Jorge,Anexo,Asháninka,Arawak,ANAP,Pachitea
-74.88094,-10.27794,Túpac Amaru,Principal,Asháninka,Arawak,ANAP,Pachitea
-74.79252,-10.23017,Flor de un Día de Anacayali,Principal,Asháninka,Arawak,ANAP,Pachitea
-74.78014,-10.24813,Buenaventura,Principal,Asháninka,Arawak,ANAP,Pachitea
-74.77123,-10.27888,Florida,Anexo,Asháninka,Arawak,ANAP,Pachitea
-74.75972,-10.28291,Betania,Principal,Asháninka,Arawak,ANAP,Pachitea
-74.72938,-10.30632,Madre de Dios,Principal,Asháninka,Arawak,ANAP,Pachitea
-74.77199,-10.34494,Jordán,Principal,Asháninka,Arawak,ANAP,Pachitea
-74.99715,-10.6,San Francisco de Alto Azupizu,Principal,Amuesha (Yánesha),Arawak,FECONAYA,Pachitea
-74.85171,-10.37072,Parceleros Nevati,Principal,Asháninka,Arawak,ANAP,Pachitea
-74.83467,-10.3683,Nevati,Principal,Asháninka,Arawak,ANAP,Pachitea
-74.7373,-10.37728,Loreto,Principal,Asháninka,Arawak,ANAP,Pachitea
-74.74337,-10.39187,Huacamayo de Neguache,Principal,Asháninka,Arawak,ANAP,Pachitea
-74.76394,-10.3971,Nueva Unión,Principal,Asháninka,Arawak,ANAP,Pachitea
-74.79141,-10.41052,Santa Isabel,Principal,Asháninka,Arawak,ANAP,Pachitea
-74.62018,-10.3558,San Alejandro,Principal,Asháninka,Arawak,ANAP,Pachitea
-74.89526,-10.44953,Palmacocha,Anexo,Asháninka,Arawak,ANAP,Pachitea
-74.83887,-10.44823,San Pablo,Principal,Asháninka,Arawak,ANAP,Pachitea
-74.84375,-10.45223,Capelo,Anexo,Asháninka,Arawak,ANAP,Pachitea
-74.78608,-10.44713,Valle Carhuaz,Principal,Asháninka,Arawak,ANAP,Pachitea
-74.77211,-10.44881,San Fernando de Machuriani,Principal,Asháninka,Arawak,ANAP,Pachitea
-74.88123,-10.47589,San Pedro,Principal,Asháninka,Arawak,ANAP,Pachitea
-74.83313,-10.47286,Primavera,Anexo,Asháninka,Arawak,ANAP,Pachitea
-74.80117,-10.47139,Sardis,Anexo,Asháninka,Arawak,ANAP,Pachitea
-74.83052,-10.4869,Centro Unión,Anexo,Asháninka,Arawak,ANAP,Pachitea
-74.8192,-10.49464,San Juan de Dios,Anexo,Asháninka,Arawak,ANAP,Pachitea
-74.82805,-10.52468,Manichari,Anexo,Asháninka,Arawak,ANAP,Pachitea
-74.80913,-10.5375,Florida,Principal,Asháninka,Arawak,ANAP,Pachitea
-74.68106,-10.47899,Camisea,Principal,Asháninka,Arawak,ANAP,Pachitea
-74.48895,-10.49599,La Paz de Pucharine,Principal,Asháninka,Arawak,ANAP,Pachitea
-74.60337,-10.5481,San Antonio de Ametzironi,Principal,Asháninka,Arawak,ANAP,Pachitea
-74.79088,-10.62032,Quimpichari,Principal,Asháninka,Arawak,ANAP,Pachitea
-74.72104,-10.71966,San Carlos de Shimbitachari,Principal,Asháninka,Arawak,ANAP,Pachitea
-74.73512,-10.75793,Shimoyani-Kokari,Principal,Asháninka,Arawak,ANAP,Pachitea
-74.70257,-10.7885,Paratoshari,Principal,Asháninka,Arawak,ANAP,Pachitea
-75.03978,-9.92396,Puerto Porvenir,Principal,Asháninka,Arawak,ANAP,Pachitea
-75.00505,-9.94696,Porvenir,Anexo,Asháninka,Arawak,ANAP,Pachitea
-75.10749,-9.99054,Asociación Agricultores Indigenas Lorencillo,Principal,Amuesha (Yánesha),Arawak,UNAY,Pachitea
-75.11244,-10.06146,24 de Junio,Anexo,Asháninka,Arawak,ANAP,Pachitea
-75.08858,-10.10951,San José de Santariani,Principal,Asháninka,Arawak,ANAP,Pachitea
-75.05734,-10.12995,Miraflores,Anexo,Asháninka,Arawak,ANAP,Pachitea
-75.02303,-10.16052,San Carlos-Cajonari,Anexo,Asháninka,Arawak,ANAP,Pachitea
-75.0195,-10.22112,San Martín,Anexo,Asháninka,Arawak,ANAP,Pachitea
-74.98789,-10.21865,Villa Alegre de Quirishari,Principal,Asháninka,Arawak,ANAP,Pachitea
-74.94369,-10.22155,Puerto Alegre,Anexo,Asháninka,Arawak,ANAP,Pachitea
-74.98156,-10.29021,Santa Isabel,Principal,Asháninka,Arawak,ANAP,Pachitea
-74.99404,-10.30768,Agrupacion Bellavista,Principal,Asháninka,Arawak,ANAP,Pachitea
-75.00405,-10.33593,Unión Juventud,Principal,Asháninka,Arawak,ANAP,Pachitea
-74.98596,-10.34298,Santa Rosa de Chivis,Principal,Asháninka,Arawak,ANAP,Pachitea
-74.89425,-10.32126,Presby Flor de Mayo,Principal,Asháninka,Arawak,ANAP,Pachitea
-74.94992,-10.36442,San Juan de Chivis,Principal,Asháninka,Arawak,ANAP,Pachitea
-74.9625,-10.39227,Alto Chivis,Anexo,Asháninka,Arawak,ANAP,Pachitea
-74.9093,-10.38722,San José de Azupizu,Principal,Asháninka,Arawak,ANAP,Pachitea
-74.89587,-10.41321,Santa Isidora,Principal,Asháninka,Arawak,ANAP,Pachitea
-74.94301,-10.43303,Alvariño,Anexo,Asháninka,Arawak,ANAP,Pachitea
-74.91271,-10.43421,Puerto Yesupe,Anexo,Asháninka,Arawak,ANAP,Pachitea
-74.92419,-10.46514,Chinchihuaki,Anexo,Asháninka,Arawak,ANAP,Pachitea
-74.92527,-10.48329,Coybol,Anexo,Asháninka,Arawak,ANAP,Pachitea
-74.90052,-10.48108,Puerto Pascuala,Principal,Asháninka,Arawak,ANAP,Pachitea
-74.9668,-10.52742,Meriaro,Principal,Asháninka,Arawak,ANAP,Pachitea
-74.91949,-10.51141,Septimo Unidos de Santa Fé de Aguachini,Principal,Asháninka,Arawak,ANAP,Pachitea
-74.88193,-10.51268,Hawai,Anexo,Asháninka,Arawak,ANAP,Pachitea
-74.89791,-10.54979,Miritiriani,Anexo,Asháninka,Arawak,ANAP,Pachitea
-74.90052,-10.59872,Acolla,Anexo,Asháninka,Arawak,ANAP,Pachitea
-74.92908,-10.65137,Platanillo Shimaki,Anexo,Asháninka,Arawak,ANAP,Pachitea
-74.73694,-9.64155,Tres Hermanos del Sira,Principal,Asháninka,Arawak,ANAP,Pachitea
-75.45311,-10.51429,Gramazu,Anexo,Amuesha (Yánesha),Arawak,FECONAYA,Pachitea
-75.45046,-10.52223,Sipizu,Anexo,Amuesha (Yánesha),Arawak,FECONAYA,Pachitea
-75.44012,-10.52778,Quillazu,Anexo,Amuesha (Yánesha),Arawak,FECONAYA,Pachitea
-75.42791,-10.53745,Arcuzazu,Anexo,Amuesha (Yánesha),Arawak,FECONAYA,Pachitea
-75.441,-10.54357,Miraflores,Anexo Principal,Amuesha (Yánesha),Arawak,FECONAYA,Pachitea
-75.36003,-9.80965,Los Angeles,Principal,Amuesha (Yánesha),Arawak,FECONAYA,Pachitea
-70.97474,-9.95725,Nueva Luz,Principal,Cashinahua,Pano,FECONAPU,Purús
-71.02267,-9.96347,Curanjillo,Principal,Cashinahua,Pano,FECONAPU,Purús
-71.06264,-9.98927,Nueva Vida,Anexo,Cashinahua,Pano,FECONAPU,Purús
-71.1006,-10.06037,Colombiana,Principal,Cashinahua,Pano,FECONAPU,Purús
-71.13913,-10.05609,El Triunfo,Principal,Cashinahua,Pano,FECONAPU,Purús
-71.18585,-10.09502,Balta,Principal,Cashinahua,Pano,FECONAPU,Purús
-71.25941,-10.14668,Puerto Paz,Anexo,Shipibo-Conibo,Pano,FECONAPU,Purús
-71.19906,-10.09834,Santa Rey,Principal,Cashinahua,Pano,FECONAPU,Purús
-70.88776,-9.93018,Nueva Esperanza,Principal,Cashinahua,Pano,FECONAPU,Purús
-70.72351,-9.79224,San José,Anexo,Cashinahua,Pano,FECONAPU,Purús
-70.73089,-9.77899,San Francisco,Anexo,Cashinahua,Pano,FECONAPU,Purús
-70.76181,-9.7855,Nuevo Belén,Anexo,Cashinahua,Pano,FECONAPU,Purús
-70.78061,-9.79336,San Francisco Pikiniki Bufeo,Principal,Cashinahua,Pano,FECONAPU,Purús
-70.7924,-9.807,Cantagallo,Principal,Cashinahua,Pano,FECONAPU,Purús
-70.80153,-9.79473,Bufeo,Anexo,Cashinahua,Pano,FECONAPU,Purús
-70.81951,-9.8008,Cashuera,Principal,Cashinahua,Pano,FECONAPU,Purús
-70.84178,-9.80984,Flor de Mayo,Principal,Sharanahua,Pano,No Existe,Purús
-70.8512,-9.81313,Nuevo San Martín,Principal,Cashinahua,Pano,FECONAPU,Purús
-70.85855,-9.84905,Zapote,Principal,Culina,Arawa,No Existe,Purús
-70.87492,-9.88318,San Marcos,Principal,Sharanahua,Pano,FECONAPU,Purús
-70.95675,-10.01353,Santa Margarita,Principal,Sharanahua,Pano,FECONAPU,Purús
-71.00117,-10.09093,Paraiso,Anexo,Sharanahua,Pano,FECONAPU,Purús
-70.99915,-10.1059,Mapalfa,Anexo,Sharanahua,Pano,FECONAPU,Purús
-71.00886,-10.15896,Dina,Principal,Sharanahua,Pano,FECONAPU,Purús
-71.00178,-10.15345,Gasta Bala,Principal,Sharanahua,Pano,FECONAPU,Purús
-71.11325,-10.30826,Laureano,Principal,Amahuaca,Pano,FECONAPU,Purús
-71.14983,-10.40568,Monterrey,Principal,Piro (Yine),Arawak,FECONAPU,Purús
-70.74445,-9.79763,Conta,Principal,Cashinahua,Pano,FECONAPU,Purús
-70.69618,-9.7237,Bola de Oro,Principal,Sharanahua,Pano,FECONAPU,Purús
-70.65686,-9.68888,Tres Bolas,Anexo,Sharanahua,Pano,No Existe,Purús
-70.64158,-9.67308,Catay,Principal,Mastanahua,Pano,No Existe,Purús
-70.63839,-9.62751,Alberto Delgado,Anexo,Culina,Arawa,No Existe,Purús
-70.61964,-9.58503,San Bernardo,Principal,Culina,Arawa,No Existe,Purús
-70.6012,-9.57649,Salón de Shambuyacu,Anexo,Culina,Arawa,No Existe,Purús
-70.5695,-9.55101,Nueva Alianza,Anexo,Culina,Arawa,No Existe,Purús
-70.5597,-9.53356,Pozo San Martín,Principal,Culina,Arawa,No Existe,Purús
-70.54812,-9.52578,Naranjal,Principal,Mastanahua,Pano,FECONAPU,Purús
-70.92775,-9.94893,Miguel Grau,Principal,Cashinahua,Pano,FECONAPU,Purús
-71.00595,-10.1093,Santa Clara,Anexo,Sharanahua,Pano,FECONAPU,Purús
-70.68383,-9.72259,Pankirentzy,Principal,Asháninka,Arawak,FECONAPU,Purús
-70.70889,-9.70269,Renacimiento Ashaninca,Principal,Asháninka,Arawak,FECONAPU,Purús
-74.51788,-11.1695,Santa Rosa de Kiriari,Principal,Asháninka,Arawak,CECONSEC,Perené
-74.52117,-11.20748,Huantashiri,Principal,Asháninka,Arawak,No Existe,Perené
-74.58223,-11.27337,Santa Barbara de Sanibeni,Principal,Asháninka,Arawak,CECONSEC,Perené
-74.55715,-11.26491,Santa Guillermina,Principal,Asháninka,Arawak,No Existe,Perené
-74.55451,-11.37624,Teoria,Principal,Asháninka,Arawak,CECONSEC,Perené
-74.5377,-11.36656,Valle Samaria,Anexo,Asháninka,Arawak,CECONSEC,Perené
-74.50563,-11.32121,Cañete,Principal,Asháninka,Arawak,CECONSEC,Perené
-74.39959,-11.10242,San José de Quirichari,Principal,Asháninka,Arawak,No Existe,Perené
-74.42807,-11.26432,Poshonari-Shejaroteni,Principal,Asháninka,Arawak,CECONSEC,Perené
-74.43339,-11.23271,Panga,Principal,Asháninka,Arawak,CECONSEC,Perené
-74.6529,-11.2984,San José de Panama,Principal,Asháninka,Arawak,CECONSEC,Perené
-74.6806,-11.2981,Umanavanti,Principal,Asháninka,Arawak,CECONSEC,Perené
-74.84355,-11.12059,Yaroni,Principal,Asháninka,Arawak,No Existe,Perené
-74.80726,-11.10489,San Pablo,Principal,Asháninka,Arawak,No Existe,Perené
-74.44534,-11.13762,Santa Elena,Principal,Asháninka,Arawak,CECONSEC,Perené
-74.4501,-11.17924,Shanqui,Principal,Asháninka,Arawak,CECONSEC,Perené
-74.49797,-11.14845,Santa Ana Alto Pakichari,Principal,Asháninka,Arawak,CECONSEC,Perené
-74.47477,-11.13204,Timpiñari,Principal,Asháninka,Arawak,CECONSEC,Perené
-74.79797,-11.0607,San Pablo de Shimashiro,Anexo,Asháninka,Arawak,No Existe,Perené
-74.8249,-11.13161,Jairiquishi,Principal,Asháninka,Arawak,FECONACA,Perené
-74.75825,-11.21307,Santa Clara,Principal,Asháninka,Arawak,FECONACA,Perené
-74.77834,-11.09833,Ipokiari,Principal,Asháninka,Arawak,No Existe,Perené
-74.56053,-11.41418,Camantaro,Principal,Asháninka,Arawak,CECONSEC,Perené
-74.58494,-11.33179,Pauriali,Principal,Asháninka,Arawak,FECONACA,Perené
-74.55337,-11.32328,José Gálvez,Principal,Asháninka,Arawak,CECONSEC,Perené
-74.80853,-11.16881,Huahuari,Principal,Asháninka,Arawak,FECONACA,Perené
-74.79273,-11.03587,Quimishiripango,Principal,Asháninka,Arawak,CECONSEC,Perené
-74.74531,-11.00805,Boca del Ipoki,Principal,Asháninka,Arawak,FECONABAP,Perené
-74.71437,-11.0182,Somontonari,Principal,Asháninka,Arawak,CECONSEC,Perené
-74.67424,-11.00846,Impitato Cascada,Principal,Asháninka,Arawak,CECONSEC,Perené
-74.66111,-11.01267,Pitocuna,Principal,Asháninka,Arawak,CECONSEC,Perené
-74.74497,-11.04516,Boca del Chenic,Principal,Asháninka,Arawak,FECONACA,Perené
-74.66057,-11.05568,Saureaqui,Anexo,Asháninka,Arawak,CECONSEC,Perené
-74.73193,-11.07808,San Juan de Cheni,Principal,Asháninka,Arawak,No Existe,Perené
-74.62744,-10.97301,Milagro,Anexo,Asháninka,Arawak,CECONSEC,Perené
-74.62192,-10.97333,Aoti,Principal,Asháninka,Arawak,FECONABAP,Perené
-74.61099,-11.03483,Pueblo Joven,Anexo,Asháninka,Arawak,CECONSEC,Perené
-74.52424,-11.00264,Chontaquiari,Anexo,Asháninka,Arawak,FECONABAP,Perené
-74.46144,-11.04561,Chamiriari,Principal,Asháninka,Arawak,FECONABAP,Perené
-74.72088,-11.08819,Pumpuriani,Anexo,Asháninka,Arawak,No Existe,Perené
-74.70753,-11.08817,Yavirironi,Principal,Asháninka,Arawak,CECONSEC,Perené
-74.69519,-11.10068,Bajo Capiri,Principal,Asháninka,Arawak,No Existe,Perené
-74.75593,-11.13621,Shabashipango,Principal,Asháninka,Arawak,No Existe,Perené
-74.71805,-11.13232,Shintzijaroqui,Principal,Asháninka,Arawak,CECONSEC,Perené
-74.68316,-11.13683,Santa Rosa de Panakiari,Principal,Asháninka,Arawak,No Existe,Perené
-74.6417,-11.12027,San Jacinto de Shauriato,Principal,Asháninka,Arawak,CECONSEC,Perené
-74.66834,-11.17341,Arizona Portillo,Principal,Asháninka,Arawak,CECONSEC,Perené
-74.69272,-11.19471,Cushiviani,Principal,Asháninka,Arawak,FECONACA,Perené
-74.64089,-11.19883,San Sebastián,Anexo,Asháninka,Arawak,CECONSEC,Perené
-74.46943,-11.04071,Palomar,Anexo,Asháninka,Arawak,FECONABAP,Perené
-74.53972,-11.13979,Monterrico,Principal,Asháninka,Arawak,CECONSEC,Perené
-74.5607,-11.15814,Paureli,Principal,Asháninka,Arawak,CECONSEC,Perené
-74.5344,-11.15186,El Milagro,Principal,Asháninka,Arawak,CECONSEC,Perené
-74.57568,-11.19378,Bajo San Pascual,Anexo,Asháninka,Arawak,CECONSEC,Perené
-74.62318,-11.21097,Río Bertha,Principal,Asháninka,Arawak,CECONSEC,Perené
-74.62416,-11.22372,Atahualpa,Anexo,Asháninka,Arawak,CECONSEC,Perené
-74.68545,-11.23349,San Miguel,Principal,Asháninka,Arawak,CECONSEC,Perené
-74.55641,-11.20051,San Pascual,Principal,Asháninka,Arawak,CECONSEC,Perené
-74.57706,-11.1035,Alto Sondoveni,Principal,Asháninka,Arawak,CECONSEC,Perené
-74.30856,-11.14879,Puerto Ocopa,Centroide,Asháninka,Arawak,CART,Perené
-75.19628,-9.398,Unipacuyacu,Principal,Cacataibo,Pano,FECONAPIA,Pachitea
-75.28503,-9.52287,Santa Martha,Principal,Cacataibo,Pano,FENACOCA,Pachitea
-74.05149,-10.1036,Quipachari,Principal,Asháninka,Arawak,ORDECONADIT,Ucayali
-73.99296,-10.21591,Jatitza,Principal,Asháninka,Arawak,No Existe,Ucayali
-74.09981,-10.14953,Quempitiari,Principal,Asháninka,Arawak,OIRA,Ucayali
-74.05109,-10.14708,Chumichinia,Anexo,Asháninka,Arawak,OIRA,Ucayali
-74.08307,-10.25614,Diobamba,Principal,Asháninka,Arawak,OIRA,Ucayali
-74.07095,-10.23307,Chanchamayo,Anexo,Asháninka,Arawak,OIRA,Ucayali
-73.85944,-10.17962,Canapishtea,Principal,Asháninka,Arawak,OIDIT,Ucayali
-73.89786,-9.70125,Mapalja,Principal,Asháninka,Arawak,No Existe,Ucayali
-73.73541,-9.76245,Flor de Chengari,Principal,Asháninka,Arawak,No Existe,Ucayali
-73.93615,-10.19713,Puerto Alegre,Principal,Asháninka,Arawak,OIDIT,Ucayali
-73.7196,-8.92007,San Miguel de Chambira,Principal,Asháninka,Arawak,No Existe,Ucayali
-73.17118,-8.98449,Alto Tamaya,Principal,Ashéninka,Arawak,ORDIM,Ucayali
-73.77765,-8.91581,Nueva Amazonia de Tomajao,Principal,Asháninka,Arawak,ORDIM,Ucayali
-73.96469,-8.89302,Cametsa Quipasi,Principal,Asháninka,Arawak,ORDIM,Ucayali
-73.50746,-9.13889,Nueva California de Shatañya,Principal,Asháninka,Arawak,No Existe,Ucayali
-74.20799,-11.13619,Shimabenzo,Principal,Asháninka,Arawak,CART,Tambo
-74.18163,-11.14008,Santaro,Anexo,Asháninka,Arawak,CART,Tambo
-74.04932,-11.19018,Masaroveni,Principal,Asháninka,Arawak,CART,Tambo
-74.04673,-11.19707,Coriteni Tarso,Principal,Asháninka,Arawak,CART,Tambo
-73.91861,-11.21209,Otica,Principal,Asháninka,Arawak,CART,Tambo
-73.80627,-11.26151,Camajini,Principal,Asháninka,Arawak,CART,Tambo
-73.82365,-11.26019,Oviri,Principal,Asháninka,Arawak,CART,Tambo
-73.78986,-11.2729,Anapate,Principal,Asháninka,Arawak,CART,Tambo
-73.69629,-11.26893,Cheni,Principal,Asháninka,Arawak,CART,Tambo
-73.70744,-11.19704,San Francisco de Cushireni,Principal,Asháninka,Arawak,CART,Tambo
-73.67062,-11.2548,Poyeni,Principal,Asháninka,Arawak,CART,Tambo
-73.60356,-11.18716,Selva Verde,Anexo,Asháninka,Arawak,CART,Tambo
-73.68544,-11.22419,Savareni,Anexo,Asháninka,Arawak,CART,Tambo
-73.5798,-11.34791,San Luis de Corinto,Anexo,Asháninka,Arawak,CART,Tambo
-73.55052,-11.4521,Tsoroja,Principal,Asháninka,Arawak,CART,Tambo
-73.69344,-11.17241,Mayapo,Principal,Asháninka,Arawak,CART,Tambo
-73.70837,-11.15449,Ivotsote,Anexo,Asháninka,Arawak,CART,Tambo
-73.71814,-11.09396,Capitiri,Principal,Asháninka,Arawak,CART,Tambo
-73.75583,-11.0552,Betania,Principal,Asháninka,Arawak,CART,Tambo
-73.71946,-11.06698,Sharahuaja,Principal,Asháninka,Arawak,CART,Tambo
-73.7373,-11.0346,Shevoja,Principal,Asháninka,Arawak,CART,Tambo
-73.74763,-11.00343,Quemarija,Principal,Asháninka,Arawak,CART,Tambo
-73.77545,-10.97455,Marankiari,Principal,Asháninka,Arawak,CART,Tambo
-73.72771,-10.91015,Santa Rosita de Shirintiari,Principal,Asháninka,Arawak,CART,Tambo
-73.74046,-10.85063,Impamequiari,Principal,Asháninka,Arawak,CART,Tambo
-73.74315,-10.83455,Garzacocha,Anexo,Asháninka,Arawak,CART,Tambo
-73.75775,-10.89717,Chauja,Anexo,Asháninka,Arawak,CART,Tambo
-73.7142,-10.85852,Chembo,Principal,Asháninka,Arawak,CART,Tambo
-73.6805,-10.86987,Nueva Jerusalem,Anexo,Asháninka,Arawak,CART,Tambo
-73.75217,-10.81064,Buenos Aires,Principal,Asháninka,Arawak,CART,Tambo
-74.24653,-11.16205,Santavancori,Principal,Asháninka,Arawak,CART,Tambo
-73.75561,-10.97078,San Gabriel de Shevoriato,Principal,Asháninka,Arawak,CART,Tambo
-73.7625,-10.79869,Unión Canuja,Principal,Asháninka,Arawak,CART,Tambo
-73.73572,-11.11727,Vista Alegre,Principal,Asháninka,Arawak,CART,Tambo
-73.62537,-11.12773,Yanacita,Principal,Asháninka,Arawak,CART,Tambo
-73.4906,-4.43868,Payorote,Principal,Cocama-Cocamilla (Kukama-Kukamiria),Tupi-Guaraní,No Existe,Amazonas
-74.32207,-2.10697,Puerto Aurora,Principal,"Quechua, Napo (Kichwa)",Quechua,ORKIWAN,Napo
-72.85415,-3.44013,Las Palmeras,Principal,Yagua,Peba Yagua,FEPYBABAN,Amazonas
-72.75916,-3.53818,Yaguas de Catalán,Principal,Yagua,Peba Yagua,FEPYBABAN,Amazonas
-72.67316,-3.52208,Yaguas de Tipishca,Principal,Yagua,Peba Yagua,FEPYBABAN,Amazonas
-72.41802,-3.28438,Cuzco,Principal,Yagua,Tupi-Guaraní,FEPYBABAN,Amazonas
-72.28992,-3.36819,Sabalillo,Principal,Yagua,Peba Yagua,FEPYBABAN,Amazonas
-72.24366,-3.46357,Yanayacu,Principal,Yagua,Peba Yagua,FEPYBABAN,Amazonas
-77.28129,-5.41935,Achu,Principal,Aguaruna (Awajun),Jíbaro,FERIAAM,Marañón
-75.84915,-3.93159,Mangual,Principal,Urarina,Shimaco,CURCHA,Chambira
-75.79063,-3.97889,San Marcos,Principal,Urarina,Shimaco,CURCHA,Chambira
-75.74172,-3.9741,Copalillo,Principal,Urarina,Shimaco,CURCHA,Chambira
-75.67426,-3.928,Buena Vista Anexo Copal,Principal,Urarina,Shimaco,CURCHA,Chambira
-75.66248,-3.97721,Pucuna,Anexo,Urarina,Shimaco,CURCHA,Chambira
-75.60494,-4.03561,Santa Silvia,Anexo,Urarina,Shimaco,CURCHA,Chambira
-75.54067,-4.10074,Santa Rosa de Siamba,Anexo,Urarina,Shimaco,CURCHA,Chambira
-75.45848,-4.1382,Santa Cruz,Anexo,Urarina,Shimaco,CURCHA,Chambira
-75.43646,-4.16577,Pionero,Anexo,Urarina,Shimaco,CURCHA,Chambira
-75.36386,-4.23592,28 de Julio,Anexo,Urarina,Shimaco,CURCHA,Chambira
-75.42031,-4.32284,Nueva York,Principal,Urarina,Shimaco,No Existe,Chambira
-75.43686,-4.33363,Rayayacu,Principal,Urarina,Shimaco,CURCHA,Chambira
-75.34728,-4.35617,Puerto Rico,Anexo,Urarina,Shimaco,CURCHA,Chambira
-75.29807,-4.39552,San Lorenzo Anexo Puerto Rico,Principal,Urarina,Shimaco,CURCHA,Chambira
-75.24599,-4.44936,Santa Cruz del Tagual,Principal,Urarina,Shimaco,CURCHA,Chambira
-75.27499,-4.23729,Pucayacu,Principal,Urarina,Shimaco,CURCHA,Chambira
-75.26499,-4.2729,Nueva Esperanza y Anexos,Principal,Urarina,Shimaco,CURCHA,Chambira
-75.21097,-4.29188,02 de Mayo,Principal,Urarina,Shimaco,CURCHA,Chambira
-75.12851,-4.11402,Patoyacu,Principal,Urarina,Shimaco,No Existe,Chambira
-75.12532,-4.29718,Pijuayal y Anexo Nuevo Zapotal,Principal,Urarina,Shimaco,CURCHA,Chambira
-75.11989,-4.35741,Santa Beatriz,Principal,Urarina,Shimaco,CURCHA,Chambira
-75.11589,-4.37273,San Pedro,Principal,Urarina,Shimaco,CURCHA,Chambira
-75.08431,-4.38608,Santa Carmela,Principal,Urarina,Shimaco,CURCHA,Chambira
-75.06459,-4.2549,Bellavista,Principal,Urarina,Shimaco,No Existe,Chambira
-75.05118,-4.28548,La Petrolera y Anexo Bellavista,Principal,Urarina,Shimaco,CURCHA,Chambira
-75.0434,-4.31286,Santa Teresa,Principal,Urarina,Shimaco,CURCHA,Chambira
-74.93433,-4.27282,Santa Rosa,Principal,Urarina,Shimaco,CURCHA,Chambira
-75.0584,-4.48593,Santa Martha,Principal,Urarina,Shimaco,CURCHA,Chambira
-75.06462,-4.54426,Nueva Unión,Principal,Urarina,Shimaco,CURCHA,Chambira
-75.03568,-4.64718,Nuevo Perú,Principal,Urarina,Shimaco,CURCHA,Chambira
-76.19537,-2.56205,José Olaya,Principal,Achuar,Jíbaro,FECONACO,Corrientes
-76.19253,-2.83805,Nueva Jerusalén,Principal,Achuar,Jíbaro,FECONACO,Corrientes
-75.81259,-2.95496,Antioquia,Anexo,Achuar,Jíbaro,FECONACO,Corrientes
-75.82072,-2.99415,Sauki,Principal,Achuar,Jíbaro,No Existe,Corrientes
-75.79428,-3.01071,Pampa Hermosa,Principal,Achuar,Jíbaro,FECONACO,Corrientes
-75.73655,-3.08847,Pijuayal,Anexo,Achuar,Jíbaro,FECONACO,Corrientes
-75.73345,-3.13659,Belén,Principal,Achuar,Jíbaro,FECONACO,Corrientes
-75.7093,-3.13112,Sión,Anexo,Achuar,Jíbaro,FECONACO,Corrientes
-75.67138,-3.11506,Nueva Valencia,Principal,Achuar,Jíbaro,FECONACO,Corrientes
-75.64274,-3.22465,San José de Nueva Esperanza,Principal,Achuar,Jíbaro,FECONACO,Corrientes
-75.52894,-3.36228,San Ramón,Principal,Achuar,Jíbaro,FECONACO,Corrientes
-75.46836,-3.40584,Dos de Mayo,Anexo,Achuar,Jíbaro,FECONACO,Corrientes
-75.43018,-3.45039,Pucacuro,Principal,Achuar,Jíbaro,FECONACO,Corrientes
-75.37188,-3.54035,Peruanito,Principal,Achuar,Jíbaro,FECONACO,Corrientes
-75.58373,-3.69358,Santa Isabel de Copal,Principal,"Quechua, Pastaza (Kichwa)",Quechua,FECONACO,Corrientes
-75.33171,-3.71029,Boca del Copal,Principal,Achuar,Jíbaro,FECONACO,Corrientes
-75.14617,-3.81293,Nuevo Porvenir,Principal,Urarina,Shimaco,FECONACO,Corrientes
-75.08321,-3.80825,Santa Elena,Principal,Achuar,Jíbaro,FECONACO,Corrientes
-75.01215,-3.79825,Nueva Unión,Principal,Achuar,Jíbaro,FECONACO,Corrientes
-74.95545,-3.79013,Las Palmeras,Principal,Urarina,Shimaco,FECONACO,Corrientes
-74.87784,-3.7923,Cuchara,Principal,Achuar,Jíbaro,FECONACO,Corrientes
-74.63934,-3.77656,San Carlos,Principal,Achuar,Jíbaro,FECONACO,Corrientes
-73.8213,-2.34207,Isla Yarina,Principal,"Quechua, Napo (Kichwa)",Quechua,No Existe,Napo
-73.49534,-2.58874,Santa Elisa,Principal,"Quechua, Napo (Kichwa)",Quechua,No Existe,Napo
-73.81006,-3.90172,San Juan de Ungurahual,Principal,Iquito,Záparo,FECONARINA,Nanay
-73.77697,-3.70433,San Antonio,Principal,Iquito,Záparo,FECONARINA,Nanay
-73.75535,-3.58511,Atalaya,Principal,Iquito,Záparo,FECONARINA,Nanay
-73.25902,-3.64285,San Antonio de Picuro Yacu,Principal,Huitoto,Huitoto,FECONARINA,Nanay
-73.22148,-3.63404,Centro Arenal,Principal,Huitoto,Huitoto,FECONARINA,Nanay
-73.97937,-5.01102,Nuevo Pucate,Principal,Cocama-Cocamilla (Kukama-Kukamiria),Tupi-Guaraní,No Existe,Ucayali
-74.50937,-5.53635,Nueva Independencia,Principal,Cocama-Cocamilla (Kukama-Kukamiria),Tupi-Guaraní,ADECOP,Ucayali
-74.53759,-5.55023,Nuevo Encanto,Principal,Cocama-Cocamilla (Kukama-Kukamiria),Tupi-Guaraní,ADECOP,Ucayali
-74.56633,-5.5698,Bolivar,Principal,Cocama-Cocamilla (Kukama-Kukamiria),Tupi-Guaraní,ADECOP,Ucayali
